사용일자,노선명,역명,승차총승객수,하차총승객수
20250901,6호선,독바위,2903,3071
20250901,3호선,금호,8464,8066
20250901,3호선,옥수,9083,9532
20250901,3호선,압구정,30621,32545
20250901,3호선,신사,29563,30880
20250901,3호선,잠원,7141,6971
20250901,3호선,고속터미널,42915,40786
20250901,3호선,교대(법원.검찰청),17994,10790
20250901,3호선,남부터미널(예술의전당),30548,30975
20250901,3호선,양재(서초구청),40098,42599
20250901,3호선,매봉,13453,12700
20250901,3호선,도곡,6678,6532
20250901,3호선,대치,13447,13522
20250901,3호선,학여울,2004,2066
20250901,3호선,대청,11825,11044
20250901,3호선,일원,12378,12348
20250901,3호선,수서,19079,19436
20250901,3호선,가락시장,9274,8838
20250901,3호선,경찰병원,8394,8389
20250901,3호선,오금,7248,6271
20250901,4호선,불암산,10047,8545
20250901,4호선,상계,20653,19393
20250901,4호선,노원,20933,23279
20250901,4호선,창동,27453,28715
20250901,4호선,쌍문,30405,28765
20250901,4호선,수유(강북구청),35147,35850
20250901,4호선,미아(서울사이버대학),17152,16808
20250901,4호선,미아사거리,26628,26182
20250901,4호선,길음,23094,23484
20250901,4호선,성신여대입구(돈암),23548,23043
20250901,4호선,한성대입구(삼선교),15647,14920
20250901,4호선,혜화,32912,32671
20250901,4호선,동대문,19443,19974
20250901,4호선,동대문역사문화공원(DDP),19402,17284
20250901,4호선,충무로,35311,35780
20250901,4호선,명동,36101,37896
20250901,4호선,회현(남대문시장),29008,29318
20250901,4호선,서울역,13907,21243
20250901,4호선,숙대입구(갈월),16402,16053
20250901,4호선,삼각지(전쟁기념관),6071,6757
20250901,4호선,신용산,21661,23400
20250901,4호선,이촌(국립중앙박물관),9095,9893
20250901,4호선,동작(현충원),1590,1605
20250901,4호선,총신대입구(이수),20091,21551
20250901,4호선,사당,25332,22358
20250901,4호선,남태령,1457,1283
20250901,5호선,방화,7512,7315
20250901,5호선,개화산,6639,6262
20250901,5호선,김포공항,12634,7618
20250901,5호선,송정,6533,6191
20250901,5호선,마곡,16195,16415
20250901,5호선,발산,24517,24854
20250901,5호선,우장산,16437,16515
20250901,5호선,화곡,29946,28196
20250901,5호선,까치산,29124,28123
20250901,5호선,신정(은행정),14416,12146
20250901,5호선,목동,17586,19484
20250901,5호선,오목교(목동운동장앞),21657,23200
20250901,5호선,양평,9418,9189
20250901,5호선,영등포구청,5491,5378
20250901,5호선,영등포시장,12282,12288
20250901,5호선,신길,5323,5664
20250901,5호선,여의도,31858,33540
20250901,5호선,여의나루,11721,12865
20250901,5호선,마포,15955,16234
20250901,5호선,공덕,15538,16177
20250901,5호선,애오개,7109,6879
20250901,5호선,충정로(경기대입구),5606,5728
20250901,5호선,서대문,22163,21988
20250901,5호선,광화문(세종문화회관),33568,35623
20250901,5호선,종로3가,13481,13346
20250901,5호선,을지로4가,7177,7009
20250901,5호선,동대문역사문화공원(DDP),3899,4193
20250901,5호선,청구,3795,3441
20250901,5호선,신금호,6843,7313
20250901,5호선,행당,8591,7817
20250901,5호선,왕십리(성동구청),4765,5199
20250901,5호선,마장,6570,6151
20250901,5호선,답십리,17061,15642
20250901,5호선,장한평,21121,20990
20250901,5호선,군자(능동),11892,12995
20250901,5호선,아차산(어린이대공원후문),14615,14479
20250901,5호선,광나루(장신대),11747,11314
20250901,5호선,천호(풍납토성),19734,19295
20250901,5호선,강동,20256,19606
20250901,5호선,길동,9443,9787
20250901,5호선,굽은다리(강동구민회관앞),10417,9989
20250901,5호선,명일,8686,8765
20250901,5호선,고덕,11244,10988
20250901,5호선,상일동,15978,15246
20250901,5호선,둔촌동,13685,13589
20250901,1호선,서울역,71360,66338
20250901,5호선,올림픽공원(한국체대),5044,4251
20250901,5호선,방이,7771,8075
20250901,5호선,오금,4208,4337
20250901,5호선,개롱,7324,7617
20250901,5호선,거여,10900,10874
20250901,5호선,마천,7834,6957
20250901,5호선,강일,6352,6023
20250901,5호선,미사,18264,18279
20250901,5호선,하남풍산,4882,4755
20250901,5호선,하남시청(덕풍·신장),8664,8353
20250901,5호선,하남검단산,6471,6085
20250901,6호선,응암,19345,19036
20250901,6호선,역촌,4206,4933
20250901,6호선,불광,4941,4651
20250901,3호선,약수,13221,12950
20250901,6호선,연신내,2,0
20250901,6호선,구산,8924,7066
20250901,6호선,새절(신사),13616,12736
20250901,6호선,증산(명지대앞),9857,9711
20250901,6호선,디지털미디어시티,16030,17290
20250901,6호선,월드컵경기장(성산),4029,4161
20250901,6호선,마포구청,15732,14025
20250901,6호선,망원,15100,16034
20250901,6호선,합정,12047,12474
20250901,6호선,상수,10313,11347
20250901,6호선,광흥창(서강),10648,10188
20250901,6호선,대흥(서강대앞),10926,11563
20250901,6호선,공덕,20708,19929
20250901,6호선,효창공원앞,8213,7774
20250901,6호선,삼각지(전쟁기념관),7370,6589
20250901,6호선,녹사평(용산구청),4745,4598
20250901,6호선,이태원,10394,10553
20250901,6호선,한강진,8700,10136
20250901,6호선,버티고개,2491,2363
20250901,6호선,약수,3928,3757
20250901,6호선,청구,3956,4020
20250901,6호선,신당,8434,9124
20250901,6호선,동묘앞,8585,9062
20250901,6호선,창신,4099,3469
20250901,6호선,보문,8748,8218
20250901,6호선,안암(고대병원앞),16971,17355
20250901,6호선,고려대(종암),10131,9953
20250901,6호선,월곡(동덕여대),14023,13473
20250901,6호선,상월곡(한국과학기술연구원),7490,7264
20250901,6호선,돌곶이,12868,12018
20250901,6호선,석계,13567,14070
20250901,6호선,태릉입구,6157,6963
20250901,6호선,화랑대(서울여대입구),13336,11240
20250901,6호선,봉화산(서울의료원),9604,8931
20250901,7호선,장암,3043,1019
20250901,7호선,도봉산,9702,10716
20250901,7호선,수락산,12707,12863
20250901,7호선,마들,14274,13601
20250901,7호선,노원,20846,22081
20250901,7호선,중계,16217,15135
20250901,7호선,하계,19377,18263
20250901,7호선,공릉(서울과학기술대),13314,13196
20250901,7호선,태릉입구,9352,8912
20250901,7호선,먹골,10722,10796
20250901,7호선,중화,11388,11372
20250901,7호선,상봉,17872,16935
20250901,7호선,면목,16807,16121
20250901,7호선,사가정,16820,17578
20250901,7호선,용마산(용마폭포공원),6073,6005
20250901,7호선,중곡,11942,11240
20250901,7호선,군자(능동),15788,12666
20250901,7호선,어린이대공원(세종대),19535,20637
20250901,7호선,건대입구,15232,15665
20250901,7호선,자양(뚝섬한강공원),8432,8357
20250901,7호선,청담,20281,21598
20250901,7호선,강남구청,17586,19186
20250901,7호선,학동,25340,25779
20250901,7호선,논현,20742,21153
20250901,7호선,반포,7238,6976
20250901,7호선,고속터미널,16854,14817
20250901,7호선,내방,16184,16180
20250901,1호선,시청,27613,27698
20250901,1호선,종각,42033,41806
20250901,1호선,종로3가,23979,21491
20250901,1호선,종로5가,24184,23867
20250901,1호선,동대문,11728,11187
20250901,1호선,신설동,15295,14608
20250901,1호선,제기동,15610,15917
20250901,1호선,청량리(서울시립대입구),23074,22829
20250901,1호선,동묘앞,8016,8185
20250901,2호선,시청,29390,28316
20250901,2호선,을지로입구,51895,54016
20250901,2호선,을지로3가,27294,27021
20250901,2호선,을지로4가,15717,15201
20250901,2호선,동대문역사문화공원(DDP),14132,16483
20250901,2호선,신당,15103,15324
20250901,2호선,상왕십리,15544,15328
20250901,2호선,왕십리(성동구청),16860,15069
20250901,2호선,한양대,17366,19399
20250901,2호선,뚝섬,25814,27520
20250901,2호선,성수,50909,54488
20250901,2호선,건대입구,36867,37569
20250901,2호선,구의(광진구청),28637,28584
20250901,2호선,강변(동서울터미널),27513,24381
20250901,2호선,잠실나루,16181,15591
20250901,2호선,잠실(송파구청),71153,71362
20250901,2호선,잠실새내,24617,23421
20250901,2호선,종합운동장,8447,9357
20250901,2호선,삼성(무역센터),54352,56380
20250901,2호선,선릉,65164,57591
20250901,2호선,역삼,57910,65445
20250901,2호선,강남,84513,81019
20250901,2호선,교대(법원.검찰청),33036,39455
20250901,2호선,서초,22802,22435
20250901,2호선,방배,19730,20323
20250901,2호선,사당,39867,43496
20250901,2호선,낙성대(강감찬),29318,29064
20250901,2호선,서울대입구(관악구청),49790,48322
20250901,2호선,봉천,26518,25047
20250901,2호선,신림,56604,55833
20250901,2호선,신대방,25972,24919
20250901,2호선,구로디지털단지,61211,61143
20250901,2호선,대림(구로구청),25527,25992
20250901,2호선,신도림,50014,47245
20250901,2호선,문래,25531,26125
20250901,2호선,영등포구청,24906,25577
20250901,2호선,당산,19746,22905
20250901,2호선,합정,28348,30745
20250901,2호선,홍대입구,64441,68009
20250901,2호선,신촌,40687,40884
20250901,2호선,이대,19587,21893
20250901,2호선,아현,11557,10930
20250901,2호선,충정로(경기대입구),11002,11546
20250901,2호선,용답,3287,3427
20250901,2호선,신답,1798,2100
20250901,2호선,신설동,3774,3858
20250901,2호선,도림천,1457,1531
20250901,2호선,양천구청,7195,7644
20250901,2호선,신정네거리,10906,11279
20250901,2호선,용두(동대문구청),2659,2741
20250901,3호선,지축,7994,8207
20250901,3호선,구파발,23123,22098
20250901,3호선,연신내,37521,35433
20250901,3호선,불광,17486,18479
20250901,3호선,녹번,16207,15064
20250901,3호선,홍제,18643,17951
20250901,3호선,무악재,4430,4339
20250901,3호선,독립문,7813,8073
20250901,3호선,경복궁(정부서울청사),24134,24051
20250901,3호선,안국,25174,25589
20250901,3호선,종로3가,11198,12506
20250901,3호선,을지로3가,13192,12800
20250901,3호선,충무로,3,0
20250901,3호선,동대입구,11872,13168
20250901,7호선,남성,12442,12351
20250901,7호선,숭실대입구(살피재),17360,17633
20250901,7호선,상도,13963,13965
20250901,7호선,장승배기,10477,10300
20250901,7호선,신대방삼거리,16342,15851
20250901,7호선,보라매,6999,7463
20250901,7호선,신풍,12665,12028
20250901,7호선,대림(구로구청),9138,8945
20250901,7호선,남구로,16941,17507
20250901,7호선,가산디지털단지,49902,50201
20250901,7호선,철산,23752,24372
20250901,7호선,광명사거리,22105,21791
20250901,7호선,천왕,12963,12620
20250901,7호선,온수(성공회대입구),11627,10681
20250901,8호선,암사역사공원,7413,6391
20250901,8호선,암사,17135,16058
20250901,8호선,천호(풍납토성),17775,19663
20250901,8호선,강동구청,11284,11783
20250901,8호선,몽촌토성(평화의문),7474,7588
20250901,8호선,잠실(송파구청),17676,20254
20250901,8호선,석촌,8788,9559
20250901,8호선,송파,10752,10619
20250901,8호선,가락시장,8834,9625
20250901,8호선,문정,25635,27242
20250901,8호선,장지,17618,16422
20250901,8호선,복정,10515,9087
20250901,8호선,산성,6539,6758
20250901,8호선,남한산성입구(성남법원.검찰청),14678,13781
20250901,8호선,단대오거리,13198,12540
20250901,8호선,신흥,5445,5594
20250901,8호선,수진,5839,5412
20250901,8호선,모란,5001,3836
20250901,8호선,남위례,7763,7736
20250901,9호선,개화,2940,1804
20250901,9호선,김포공항,6057,9879
20250901,9호선,공항시장,3010,3341
20250901,9호선,신방화,7565,7636
20250901,9호선,마곡나루(서울식물원),15339,15016
20250901,9호선,양천향교,12475,13006
20250901,9호선,가양,23778,23392
20250901,9호선,증미,9232,9213
20250901,9호선,등촌,14011,13722
20250901,9호선,염창,18907,18285
20250901,9호선,신목동,4889,4408
20250901,9호선,선유도,10215,9583
20250901,9호선,당산,20110,19929
20250901,9호선,국회의사당,19522,20106
20250901,9호선,여의도,33871,32685
20250901,9호선,샛강,7367,7491
20250901,9호선,노량진,26366,26285
20250901,9호선,노들,5227,4449
20250901,9호선,흑석(중앙대입구),10796,11302
20250901,9호선,동작(현충원),1776,1490
20250901,9호선,구반포,1915,1778
20250901,9호선,신반포,4830,4642
20250901,9호선,고속터미널,13956,17944
20250901,9호선,사평,4633,4458
20250901,9호선,신논현,30541,30438
20250901,9호선2~3단계,언주,12748,12992
20250901,9호선2~3단계,선정릉,11114,11811
20250901,9호선2~3단계,삼성중앙,9374,9874
20250901,9호선2~3단계,봉은사,21364,22569
20250901,9호선2~3단계,종합운동장,5268,5354
20250901,9호선2~3단계,삼전,9164,8683
20250901,9호선2~3단계,석촌고분,7926,7718
20250901,9호선2~3단계,석촌,9615,8828
20250901,9호선2~3단계,송파나루,6101,6489
20250901,9호선2~3단계,한성백제,3440,3133
20250901,9호선2~3단계,올림픽공원(한국체대),6533,6894
20250901,9호선2~3단계,둔촌오륜,5231,5082
20250901,9호선2~3단계,중앙보훈병원,14531,12501
20250901,경강선,판교,6377,6232
20250901,경강선,이매,1091,1036
20250901,경강선,삼동,2599,2419
20250901,경강선,경기광주,8604,8154
20250901,경강선,초월,4043,3856
20250901,경강선,곤지암,2217,2217
20250901,경강선,신둔도예촌,1613,1433
20250901,경강선,이천,2866,3144
20250901,경강선,부발,2457,2412
20250901,경강선,세종대왕릉,316,277
20250901,경강선,여주,3218,3050
20250901,경강선,성남,1368,1218
20250901,경부선,서울역,8896,3397
20250901,경부선,남영,9761,10623
20250901,경부선,용산,40166,40980
20250901,경부선,노량진,7931,8059
20250901,경부선,대방,10990,12544
20250901,경부선,영등포,38125,38476
20250901,경부선,신도림,3691,4025
20250901,경부선,신길,9024,7931
20250901,경부선,구로,17900,17729
20250901,경부선,가산디지털단지,19645,23030
20250901,경부선,금천구청,11193,11500
20250901,경부선,석수,8787,8059
20250901,경부선,관악,7160,7048
20250901,경부선,안양,26903,26456
20250901,경부선,명학,9877,9887
20250901,경부선,금정,28680,29528
20250901,경부선,군포,7467,7254
20250901,경부선,의왕,9380,9395
20250901,경부선,성균관대,16848,16435
20250901,경부선,화서,10826,10415
20250901,경부선,수원,37116,37969
20250901,경부선,독산,18282,18726
20250901,경부선,세류,3558,3352
20250901,경부선,병점,16951,16765
20250901,경부선,세마,3480,3305
20250901,경부선,오산대,3987,3743
20250901,경부선,오산,10661,10997
20250901,경부선,진위,1819,1660
20250901,경부선,송탄,4424,4437
20250901,경부선,서정리,8276,8105
20250901,경부선,평택지제,4422,3907
20250901,경부선,평택,13166,13150
20250901,경부선,성환,7049,6914
20250901,경부선,직산,1067,1020
20250901,경부선,두정,8488,10098
20250901,경부선,천안,7415,6491
20250901,경부선,당정,6994,6686
20250901,경부선,서동탄,1570,1226
20250901,경부선,광명,3769,3183
20250901,경원선,이촌(국립중앙박물관),4153,3390
20250901,경원선,서빙고,2234,1981
20250901,경원선,한남,3892,3740
20250901,경원선,옥수,42,40
20250901,경원선,응봉,1949,1620
20250901,경원선,왕십리(성동구청),17606,17138
20250901,경원선,청량리(서울시립대입구),15708,16501
20250901,경원선,외대앞,12315,12381
20250901,경원선,신이문,8651,8275
20250901,경원선,석계,7417,8455
20250901,경원선,광운대,9828,9658
20250901,경원선,월계,7856,7391
20250901,경원선,녹천,4585,3915
20250901,경원선,창동,3,0
20250901,경원선,방학,10133,10130
20250901,경원선,도봉,6190,5874
20250901,경원선,도봉산,6678,4176
20250901,경원선,망월사,10264,10242
20250901,경원선,회룡,13498,13284
20250901,경원선,의정부,19297,19499
20250901,경원선,가능,6835,6699
20250901,경원선,녹양,4447,4308
20250901,경원선,양주,7618,7144
20250901,경원선,덕계,6715,6177
20250901,경원선,덕정,7423,6843
20250901,경원선,지행,6744,6836
20250901,경원선,동두천중앙,3088,2902
20250901,경원선,보산,1744,1513
20250901,경원선,동두천,2450,2376
20250901,경원선,소요산,1475,1434
20250901,경원선,청산,169,132
20250901,경원선,전곡,1194,920
20250901,경원선,연천,1162,911
20250901,경의선,서울역,3801,5028
20250901,경의선,신촌,1235,1535
20250901,경의선,효창공원앞,3789,4062
20250901,경의선,공덕,4402,3636
20250901,경의선,서강대,2484,2470
20250901,경의선,홍대입구,1926,2215
20250901,경의선,가좌,6508,6118
20250901,경의선,디지털미디어시티,2688,2691
20250901,경의선,수색,3497,3593
20250901,경의선,한국항공대,4172,4004
20250901,경의선,강매,3497,2896
20250901,경의선,행신,8194,8366
20250901,경의선,능곡,4837,4503
20250901,경의선,곡산,644,690
20250901,경의선,백마,7698,7603
20250901,경의선,풍산,6206,5797
20250901,경의선,일산,11120,10963
20250901,경의선,탄현,7886,7580
20250901,경의선,야당,7951,7843
20250901,경의선,운정,7052,6535
20250901,경의선,금릉,4953,4877
20250901,경의선,금촌,6650,6323
20250901,경의선,월롱,2269,2140
20250901,경의선,파주,1705,1280
20250901,경의선,문산,6021,5239
20250901,경의선,임진강,2,2
20250901,경의선,운천,4,3
20250901,경의선,검암,1,0
20250901,경인선,개봉,23218,23193
20250901,경인선,오류동,11944,11293
20250901,경인선,역곡,27954,27899
20250901,7호선,이수,17391,17195
20250901,경인선,부천,32597,32243
20250901,경인선,송내,27212,27168
20250901,경인선,부평,28865,29860
20250901,경인선,백운,7340,7141
20250901,경인선,동암,15421,15379
20250901,경인선,주안,18661,17139
20250901,경인선,제물포,12134,11816
20250901,경인선,동인천,13274,12301
20250901,경인선,인천,3379,2853
20250901,경인선,구일,7503,7380
20250901,경인선,소사,7939,7497
20250901,경인선,부개,8983,8375
20250901,경인선,간석,6097,5705
20250901,경인선,도원,3475,3549
20250901,경인선,온수(성공회대입구),6927,6527
20250901,경인선,중동,9668,8891
20250901,경인선,도화,4469,4034
20250901,경춘선,신내,3117,2921
20250901,경춘선,갈매,2858,2538
20250901,경춘선,별내,2570,2380
20250901,경춘선,퇴계원,3564,3246
20250901,경춘선,사릉,2238,2109
20250901,경춘선,금곡,1736,1634
20250901,경춘선,평내호평,6883,6561
20250901,경춘선,천마산,1602,1456
20250901,경춘선,마석,4218,4005
20250901,경춘선,대성리,475,390
20250901,경춘선,청평,1713,1532
20250901,경춘선,상천,192,179
20250901,경춘선,가평,1664,1588
20250901,경춘선,굴봉산,78,89
20250901,경춘선,백양리,76,78
20250901,경춘선,강촌,434,467
20250901,경춘선,김유정,324,284
20250901,경춘선,남춘천,2632,2936
20250901,경춘선,춘천,1642,1590
20250901,공항철도 1호선,서울역,12973,11413
20250901,공항철도 1호선,공덕,3185,4113
20250901,공항철도 1호선,홍대입구,13495,13151
20250901,공항철도 1호선,디지털미디어시티,14842,14155
20250901,공항철도 1호선,마곡나루(서울식물원),14220,13479
20250901,공항철도 1호선,김포공항,10306,5641
20250901,공항철도 1호선,계양,10023,9949
20250901,공항철도 1호선,검암,6479,6496
20250901,공항철도 1호선,청라국제도시,7946,7380
20250901,공항철도 1호선,운서,9560,10303
20250901,공항철도 1호선,공항화물청사,2126,2222
20250901,공항철도 1호선,인천공항1터미널,16059,14928
20250901,공항철도 1호선,인천공항2터미널,8595,7181
20250901,공항철도 1호선,영종,4390,4350
20250901,과천선,선바위,8078,7036
20250901,과천선,경마공원,839,821
20250901,과천선,대공원,1456,1500
20250901,과천선,과천,5657,5190
20250901,과천선,정부과천청사,14812,15886
20250901,과천선,인덕원,26593,27251
20250901,과천선,평촌,19691,18883
20250901,과천선,범계,29245,29358
20250901,분당선,선릉,15100,22394
20250901,분당선,한티,16405,17819
20250901,분당선,도곡,8184,8546
20250901,분당선,구룡,3957,3915
20250901,분당선,개포동,4652,4873
20250901,분당선,대모산입구,6554,6011
20250901,분당선,수서,17878,18383
20250901,분당선,복정,2,0
20250901,분당선,수원,7933,7530
20250901,분당선,서울숲,12129,12560
20250901,분당선,압구정로데오,17588,19166
20250901,분당선,강남구청,10194,11591
20250901,분당선,선정릉,8266,8516
20250901,분당선,가천대,14692,15032
20250901,분당선,태평,13599,13268
20250901,분당선,모란,20282,20762
20250901,분당선,야탑,25816,27611
20250901,분당선,서현,24056,24503
20250901,분당선,수내,13914,14124
20250901,분당선,정자,19698,20638
20250901,분당선,미금,15916,15579
20250901,분당선,오리,11762,10146
20250901,분당선,이매,5693,5260
20250901,분당선,보정,2743,2345
20250901,분당선,죽전,14273,16227
20250901,분당선,구성,7583,7580
20250901,분당선,신갈,5081,4991
20250901,분당선,기흥,11761,11301
20250901,분당선,상갈,5300,4970
20250901,분당선,청명,4982,4794
20250901,분당선,영통,9291,9726
20250901,분당선,망포,16144,15718
20250901,분당선,매탄권선,5765,5599
20250901,분당선,수원시청,14231,15140
20250901,분당선,매교,5801,5719
20250901,서해선,김포공항,3247,4699
20250901,서해선,원종,5130,5213
20250901,서해선,부천종합운동장,3173,2726
20250901,수인선,고색,6271,6049
20250901,수인선,오목천,5491,4797
20250901,수인선,어천,1668,1644
20250901,수인선,야목,687,597
20250901,수인선,사리,5289,4689
20250901,수인선,달월,90,53
20250901,수인선,월곶,3012,2771
20250901,수인선,소래포구,4929,4667
20250901,수인선,인천논현,5461,5872
20250901,수인선,호구포,4089,4228
20250901,수인선,남동인더스파크,2543,2899
20250901,수인선,원인재,4516,4666
20250901,수인선,연수,4577,4453
20250901,수인선,송도,2496,2265
20250901,수인선,인하대,8596,8126
20250901,수인선,숭의,4687,4283
20250901,수인선,신포,1794,1753
20250901,수인선,인천,1023,1413
20250901,신림선,샛강,3536,3990
20250901,신림선,대방,3357,2813
20250901,신림선,서울지방병무청,3720,3965
20250901,신림선,보라매,4979,4459
20250901,신림선,보라매공원,2838,3070
20250901,신림선,보라매병원,9973,10564
20250901,신림선,당곡,5451,5328
20250901,신림선,신림,2502,3038
20250901,신림선,서원,4056,3546
20250901,신림선,서울대벤처타운,10533,9883
20250901,신림선,관악산(서울대),3177,3146
20250901,안산선,산본,16649,17660
20250901,안산선,대야미,5079,4638
20250901,안산선,반월,4573,4486
20250901,안산선,상록수,15921,16148
20250901,안산선,한대앞,10674,10730
20250901,안산선,중앙,18761,19518
20250901,안산선,고잔,9367,8574
20250901,안산선,초지,5459,5609
20250901,안산선,안산,12211,10935
20250901,안산선,신길온천,2213,1860
20250901,안산선,정왕,11255,11286
20250901,안산선,오이도,8138,7907
20250901,안산선,수리산,4254,3635
20250901,우이신설선,북한산우이,2675,2402
20250901,우이신설선,솔밭공원,2801,2742
20250901,우이신설선,4.19민주묘지,4312,4289
20250901,우이신설선,가오리,4595,4705
20250901,우이신설선,화계,4019,3792
20250901,우이신설선,삼양,2618,2816
20250901,우이신설선,삼양사거리,2802,2740
20250901,우이신설선,솔샘,6367,6131
20250901,우이신설선,북한산보국문,6600,6658
20250901,우이신설선,정릉,5002,4542
20250901,우이신설선,성신여대입구(돈암),4019,4158
20250901,우이신설선,보문,1920,1934
20250901,우이신설선,신설동,2733,2535
20250901,일산선,원흥,11981,11515
20250901,일산선,지축,1,0
20250901,일산선,삼송,20315,19320
20250901,일산선,원당,12021,11770
20250901,일산선,화정,17883,18249
20250901,일산선,대곡,10651,9427
20250901,일산선,백석,10648,10887
20250901,일산선,마두,8325,8453
20250901,일산선,정발산,7096,6931
20250901,일산선,주엽,9652,9422
20250901,일산선,대화,12207,9215
20250901,장항선,봉명,1549,1549
20250901,장항선,쌍용(나사렛대),3137,3197
20250901,장항선,아산,4592,4014
20250901,장항선,탕정,2169,1890
20250901,장항선,배방,1296,1264
20250901,장항선,온양온천,4222,4192
20250901,장항선,신창(순천향대),2818,3125
20250901,중앙선,회기,29254,28654
20250901,중앙선,중랑,5724,5502
20250901,중앙선,상봉,5745,5714
20250901,중앙선,망우,7838,7641
20250901,중앙선,양원,3469,3475
20250901,중앙선,구리,7916,8405
20250901,중앙선,도농,10133,9159
20250901,중앙선,양정,525,415
20250901,중앙선,덕소,5596,5470
20250901,중앙선,도심,3030,2401
20250901,중앙선,팔당,631,639
20250901,중앙선,운길산,514,495
20250901,중앙선,양수,1688,1675
20250901,중앙선,신원,151,143
20250901,중앙선,국수,744,706
20250901,중앙선,아신,524,538
20250901,중앙선,오빈,300,295
20250901,중앙선,양평,3148,3118
20250901,중앙선,원덕,358,349
20250901,중앙선,용문,1859,1712
20250901,중앙선,지평,55,54
20250902,1호선,서울역,72013,67767
20250902,1호선,시청,29978,30182
20250902,1호선,종각,43617,43687
20250902,1호선,종로3가,25679,23026
20250902,1호선,종로5가,25657,25284
20250902,1호선,동대문,12366,11725
20250902,1호선,신설동,15403,14791
20250902,1호선,제기동,17435,17787
20250902,1호선,청량리(서울시립대입구),24849,24606
20250902,1호선,동묘앞,9495,9447
20250902,2호선,시청,31390,30139
20250902,2호선,을지로입구,54970,57062
20250902,2호선,을지로3가,27810,27846
20250902,2호선,을지로4가,16215,15869
20250902,2호선,동대문역사문화공원(DDP),15844,18337
20250902,2호선,신당,16221,16567
20250902,2호선,상왕십리,16097,15959
20250902,2호선,왕십리(성동구청),17511,15613
20250902,2호선,한양대,18309,20181
20250902,2호선,뚝섬,26814,28625
20250902,2호선,성수,54555,58689
20250902,2호선,건대입구,38366,39557
20250902,2호선,구의(광진구청),29977,29541
20250902,2호선,강변(동서울터미널),26890,24468
20250902,2호선,잠실나루,17174,16530
20250902,2호선,잠실(송파구청),77215,77396
20250902,2호선,잠실새내,26209,25292
20250902,2호선,종합운동장,21327,25039
20250902,2호선,삼성(무역센터),59442,60614
20250902,2호선,선릉,67957,59485
20250902,2호선,역삼,60808,68710
20250902,2호선,강남,88534,84657
20250902,2호선,교대(법원.검찰청),35014,41353
20250902,2호선,서초,24644,24460
20250902,2호선,방배,21684,22209
20250902,2호선,사당,43146,47468
20250902,2호선,낙성대(강감찬),30643,30258
20250902,2호선,서울대입구(관악구청),52205,50361
20250902,2호선,봉천,27342,25802
20250902,2호선,신림,58830,57774
20250902,2호선,신대방,27067,26264
20250902,2호선,구로디지털단지,63137,63032
20250902,2호선,대림(구로구청),25959,26478
20250902,2호선,신도림,52009,49503
20250902,2호선,문래,26175,26681
20250902,2호선,영등포구청,25892,26728
20250902,2호선,당산,20676,24060
20250902,2호선,합정,32426,34388
20250902,2호선,홍대입구,67182,70839
20250902,2호선,신촌,42744,42653
20250902,2호선,이대,20546,22619
20250902,2호선,아현,12268,11493
20250902,2호선,충정로(경기대입구),11377,12065
20250902,2호선,용답,3484,3441
20250902,2호선,신답,1890,2144
20250902,2호선,신설동,3729,3736
20250902,2호선,도림천,1559,1719
20250902,2호선,양천구청,7417,7943
20250902,2호선,신정네거리,11331,11701
20250902,2호선,용두(동대문구청),2784,2798
20250902,3호선,지축,8824,8950
20250902,3호선,구파발,24345,23661
20250902,3호선,연신내,39463,37619
20250902,3호선,불광,18508,19429
20250902,3호선,녹번,16874,15665
20250902,3호선,홍제,19849,18956
20250902,3호선,무악재,4701,4639
20250902,3호선,독립문,8546,8897
20250902,3호선,경복궁(정부서울청사),25538,24967
20250902,3호선,안국,28036,28866
20250902,3호선,종로3가,11892,13245
20250902,3호선,을지로3가,13144,13070
20250902,3호선,충무로,6,0
20250902,3호선,동대입구,12148,13673
20250902,3호선,약수,13880,13445
20250902,3호선,금호,8806,8275
20250902,3호선,옥수,9746,9992
20250902,3호선,압구정,32830,34695
20250902,3호선,신사,30758,32397
20250902,3호선,잠원,7422,7216
20250902,3호선,고속터미널,44477,41190
20250902,3호선,교대(법원.검찰청),18693,11115
20250902,3호선,남부터미널(예술의전당),31791,32200
20250902,3호선,양재(서초구청),42036,44530
20250902,3호선,매봉,14117,13450
20250902,3호선,도곡,6951,6712
20250902,3호선,대치,13623,13717
20250902,3호선,학여울,2167,2208
20250902,3호선,대청,12373,11485
20250902,3호선,일원,13030,12622
20250902,3호선,수서,19597,19430
20250902,3호선,가락시장,9733,9588
20250902,3호선,경찰병원,8471,8438
20250902,3호선,오금,7497,6430
20250902,4호선,불암산,10804,9285
20250902,4호선,상계,21622,20349
20250902,4호선,노원,22062,24609
20250902,4호선,창동,29496,31150
20250902,4호선,쌍문,32302,30299
20250902,4호선,수유(강북구청),36984,37422
20250902,4호선,미아(서울사이버대학),17778,17208
20250902,4호선,미아사거리,28188,27680
20250902,4호선,길음,24647,25042
20250902,4호선,성신여대입구(돈암),25296,24310
20250902,4호선,한성대입구(삼선교),16752,15966
20250902,4호선,혜화,38347,37783
20250902,4호선,동대문,20878,21117
20250902,4호선,동대문역사문화공원(DDP),20796,18453
20250902,4호선,충무로,37113,37488
20250902,4호선,명동,38424,40186
20250902,4호선,회현(남대문시장),31059,32045
20250902,4호선,서울역,14354,21791
